Fraud,Address,Normal_Txns,Normal_Sent_txns,Normal_Received_txns,ERC20_txns,ERC20_Sent_txns,ERC20_Received_txns,Internal_Txn,Eth_Volume,Sent_Eth,Received_Eth,ERC20_Volume,Sent_ERC20,Received_ERC20,Stable_Coin_Volume,Sent_Stable_Coin,Received_Stable_Coin,First_Txn_Timestamp,Last_Txn_Timestamp,Wallet_LifeTime,Min_Time_Btw_Normal_Txns,Avg_Time_Btw_Normal_Txns,Max_Time_Btw_Normal_Txns,Min_Time_Btw_ERC20_Txns,Avg_Time_Btw_ERC20_Txns,Max_Time_Btw_ERC20_Txns,Min_Time_Btw_Txns,Avg_Time_Btw_Txns,Max_Time_Btw_Txns,Uniq_Wallet_In_Normal_Txns,Uniq_SmrtCntrs_In_Normal_Txns,Uniq_Wallet_In_ERC20_Txns,Uniq_SmrtCntrs_In_ERC20_Txns
1,0xf5df106dabd8fe5c4c56fc7760815963452aff72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0xf2f9a368cef33373ed09641c924a5e2e97f739f6,70,10,60,0,0,0,0,92.92242956788087,46.454006933090405,46.468422634790464,0,0,0,0,0,0,1643026424,1644934498,1908074000,0,27258000,1579671000,0,0,0,0,27258000,1579671000,56,0,0,0
1,0x09637e9263d7492230c2e866c5e0def90e67c2ef,17,2,15,0,0,0,0,0.9356998000000001,0.465,0.4706998,0,0,0,0,0,0,1585587420,1585824705,237285000,0,13958000,1031000,0,0,0,0,13958000,1031000,9,0,0,0
1,0x069a1bc19a1786a8091419bd1893f4687e65b918,21,7,14,0,0,0,0,10.282956046207309,5.132956046207309,5.15,0,0,0,0,0,0,1640620992,1642703730,2082738000,104000,99178000,1690000,0,0,0,104000,99178000,1690000,20,0,0,0
1,0xd1b3f1117928981ef6f42139f575ee34784b016b,7,1,6,1,0,1,0,15.5377822,7.7684606,7.7693216000000005,5.0,0,5.0,0,0,0,1533490015,1539357881,5867866000,17000,630833000,2426000,0,0,0,17000,733483000,2426000,7,0,1,0
1,0x775ba1603f538f462a287c19efb77b9a616499e5,1,0,1,7,0,7,0,0.003,0,0.003,1403.684,0,1403.684,0,0,0,1513589239,1663609643,150020404000,0,0,0,5944232000,21431486000,7100592000,2023000,18752550000,7098569000,1,0,6,1
1,0xa82e2b7ee7c92d6062db14de092a4838a816b1f0,2,1,1,0,0,0,0,0.19688,0.09688,0.1,0,0,0,0,0,0,1547965219,1548109139,143920000,143920000,71960000,0,0,0,0,143920000,71960000,0,2,0,0,0
1,0x159b0563961a43f509c807a2eb156fa04b82326f,0,0,0,1,0,1,0,0,0,0,13.37,0,13.37,0,0,0,1547971375,1547971375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0x05ae6dd50b5a71366fde5eb538a9d41eb3523922,21,9,12,0,0,0,1,16.80409939919242,8.675855523307607,8.128243875884815,0,0,0,0,0,0,1580963274,1586423780,5460506000,47000,260024000,6769000,0,0,0,47000,260024000,6769000,12,0,0,0
1,0xdd68910e9fc5b71d4f0f5eceb4ec57742bcc3cd5,83,31,53,0,0,0,2,150.87020786496834,78.92336568248417,77.64684218248418,0,0,0,0,0,0,1538829557,1566409200,27579643000,76000,332285000,89000,0,0,0,76000,332285000,89000,69,0,0,0
1,0xa2b3357c4849ef9aa0b5624151af581eacaa200e,165,98,67,96,34,62,31,192.7231716878967,133.4870973887102,59.236074299186505,384801.7522688658,186957.19563170336,197844.55663716246,0,0,0,1639600524,1643408901,3808377000,0,23081000,148135000,0,22610000,951000,0,14591000,148046000,72,37,29,28
1,0xd821dfb705333d2c16e0c0c0be75ce360cca566a,4,1,3,3,0,3,0,10.998999999999999,5.499,5.5,16.58223082113864,0,16.58223082113864,0,0,0,1505229397,1522903715,17674318000,5620000,299072000,6477000,4666246000,4390878000,0,5620000,2524903000,6477000,4,0,2,1
1,0x8d68835cc23b519f92c9cae8312607ea91e7ebcf,12,2,10,0,0,0,0,133.9305926,66.9650758,66.9655168,0,0,0,0,0,0,1577584118,1578044229,460111000,64000,38343000,508000,0,0,0,64000,38343000,508000,12,0,0,0
1,0xba077f3ecda0c74c1dbe15a86e4d1f96ccaadd90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x91bd14a1de43f49d72503a1def8e7273328cf80a,2,1,1,17,1,16,0,1.1,0.0,1.1,2861.5592591981017,1430.7796295990508,1430.7796295990508,0,0,0,1600900396,1601273117,372721000,348923000,174462000,0,198000,21925000,489000,0,19617000,489000,1,1,13,0
1,0xef9427bf15783fb8e6885f9b5f5da1fba66ef931,10,8,3,4,1,3,1,5986.457543252686,3724.999558834858,2261.4579844178284,12359573.637001786,6029286.818500893,6330286.818500893,12058573.637001786,6029286.818500893,6029286.818500893,1628738432,1667061611,38323179000,0,922605000,76920000,220000,8375107000,0,0,2737370000,76920000,4,2,0,3
1,0xa592f4891ff2d233c93b641af65069ed663295bc,1,0,1,2,0,2,0,1.0,0,1.0,99.01,0,99.01,0,0,0,1536442195,1663610267,127168072000,0,0,0,118603170000,59301585000,0,8564902000,42389357000,0,1,0,1,1
1,0x4825f7e0a104d76d33917fa4332dc4b4a5028d1a,24,10,14,1,0,1,0,9.495138224607766,4.7290275275,4.766110697107766,90.34239769,0,90.34239769,0,0,0,1613427134,1613505478,78344000,18000,3264000,18830000,0,0,0,18000,3134000,18830000,21,1,1,0
1,0x4975fcf75d0f45a745ececee617e8e1e652c008b,2,1,1,1,0,1,0,2.0809887,1.04006385,1.04092485,13.37,0,13.37,0,0,0,1533428781,1547971375,14542594000,4475801000,2237900000,0,0,0,0,4475801000,4847531000,0,2,0,1,0
1,0xa79bab8d82baa14884f4be6244d11eed6ac6fd3f,3,2,1,2,1,1,0,0.021866880999958,0.006064593499979,0.015802287499979,808.448,404.224,404.224,0,0,0,1604701865,1612863252,8161387000,167000,2720462000,8161220000,8145279000,4072640000,0,0,1632277000,15941000,2,1,2,0
1,0xd51ea7f699f5eda06b68818764fbdd77264a7cc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x027a46b6cd1e80df60f5cf0f22c3f3fb899b2efd,8,2,6,1,0,1,0,22.86120833,11.42,11.44120833,11.44120833,0,11.44120833,0,0,0,1562473016,1615379534,52906518000,745000,6613315000,19800000,0,0,0,745000,5878502000,19800000,8,0,0,1
1,0xc90cebb23c12669fcd7f9d50dd54465546085967,0,0,0,1,0,1,0,0,0,0,13.37,0,13.37,0,0,0,1547971375,1547971375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0xc55ca254045a09565a3eed7a0cb32d38b7062e52,16,4,12,1,0,1,1,7.02932902,3.52558951,3.50373951,3.52873951,0,3.52873951,0,0,0,1546102562,1608441807,62339245000,1535000,3896203000,165691000,0,0,0,1535000,3667014000,165691000,9,0,0,1
1,0x1ccf09f238a9485de914022d47a99431b7ae9a2d,2,1,1,1,0,1,0,0.39986090756071,0.19986090756071,0.2,0.01,0,0.01,0,0,0,1538953351,1663618655,124665304000,39063755000,19531878000,0,0,0,0,39063755000,41555101000,0,2,0,1,0
1,0x3c2d00254b02ac5654fc725e6cedc77643c0086c,10,3,7,0,0,0,0,102.70774824488238,51.351858119999996,51.355890124882386,0,0,0,0,0,0,1596259717,1596296879,37162000,126000,3716000,2240000,0,0,0,126000,3716000,2240000,10,0,0,0
1,0x5555355055795ba1bf286507b6fe766c0c2c45c5,2,1,1,0,0,0,0,3.6373225600000003,1.81658228,1.82074028,0,0,0,0,0,0,1612765813,1612797009,31196000,31196000,15598000,0,0,0,0,31196000,15598000,0,2,0,0,0
1,0xf7f70692001eaf964c9f158a0d9e94c8a12b8eeb,38,3,35,0,0,0,0,13.437619666155404,6.717351853611441,6.720267812543964,0,0,0,0,0,0,1647955891,1673763107,25807216000,0,679137000,522000,0,0,0,0,679137000,522000,33,0,0,0
1,0x105abf29825bcd9dc66998446d502e75257b16f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0xee565e611d47f28787a3e1561f43450d24378a22,11,1,10,2,0,2,0,53.38582664,26.69176632,26.694060320000002,1.347,0,1.347,0,0,0,1525288312,1663405199,138116887000,64000,173422000,1342875000,115443218000,57721609000,0,64000,10624376000,1342875000,11,0,2,0
1,0x80e23a71343df6320824788b0466d05fcd679da4,3,1,2,0,0,0,0,21.15525312,10.57699656,10.57825656,0,0,0,0,0,0,1591796849,1591815878,19029000,29000,6343000,0,0,0,0,29000,6343000,0,3,0,0,0
1,0xe2415ca9a072c5fca34115f03d2e311fb52cd7e8,16,11,5,11,5,6,3,19.58088300530512,13.918370553339049,5.662512451966074,14000041999.99,7000019000.0,7000022999.99,0,0,0,1587695239,1694064815,106369576000,31000,6037923000,2112000,36000,9669961000,3801000,0,3939614000,1689000,5,4,5,2
1,0xf0fc2d4d550253d8c165c599e0cccf221c7eb7b5,3,1,2,5,0,5,0,30.38955454,15.194556769999998,15.19499777,1109.47495317,0,1109.47495317,0,0,0,1510057979,1663408487,153350508000,7319000,3690045000,0,1134387000,30548440000,0,7319000,19168814000,0,3,0,4,1
1,0x83373a2e5fc62a8598fb2ac2ebec188ff8cd4a9c,25,21,4,31,10,21,1,5.135433243814905,3.24,1.8954332438149046,59421443.65198302,193651.20713771076,59227792.44484531,299587.12329,149793.561645,149793.561645,1635583399,1636463978,880579000,0,35223000,1627000,0,824000,3898000,0,15725000,1627000,5,13,5,13
1,0xe886bfcfa373c17dbc07c7b73f1d368339ac5dfd,24,0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1522205296,1522206621,1325000,0,55000,46000,0,0,0,0,55000,46000,3,0,0,0
1,0xc1dd8ac971129c8c08333924f58ff40a50b8bb9a,198,72,128,109,18,91,2,158.5388021662578,86.05044260136276,76.18835956489502,4402060.925271809,1731681.1588821707,2670379.7663896387,0,0,0,1497273461,1642585912,145312451000,0,733901000,2134000,54000,758779000,329936000,0,473330000,2134000,23,30,22,26
1,0xa6bbad92bc79be531bf1198c1240f2d3d77d2290,6,1,5,1,0,1,0,2.33006894064,1.16,1.17006894064,500.0,0,500.0,0,0,0,1516005436,1522407673,6402237000,24555000,624600000,43215000,0,0,0,24555000,914605000,43215000,4,0,0,1
1,0x61cf3335eef3bd86ae617cd2ea248494da8b83ca,20,1,19,5,0,5,0,25.894072532598223,12.946447216299111,12.947625316299112,1127.0,0,1127.0,0,0,0,1523854631,1609975689,86121058000,71000,4306053000,46159000,2564549000,3898369000,3665971000,71000,3444842000,46159000,19,0,2,2
1,0x121bb154e76e252a804bea23f875f1c25bb0a7be,12,1,11,0,0,0,0,9.7910802,4.8951096,4.8959706,0,0,0,0,0,0,1572391082,1574370741,1979659000,365000,164972000,57312000,0,0,0,365000,164972000,57312000,12,0,0,0
1,0x29c3adf6f50e2186c21f5ebb1ac073115831286e,33,1,32,5,0,5,1,77.57378698,39.03646299,38.53732399,957.674,0,957.674,0,0,0,1525368287,1557730233,32361946000,73000,450447000,2370000,2531896000,5710380000,0,73000,851630000,2370000,25,0,3,0
1,0x89cbf1f6799bff1263f0a806a4f585a9d8168cfd,124,123,1,231,116,115,0,7.476184664,3.476184664,4.0,93361217.5165301,46680483.74995355,46680733.76657655,0,0,0,1522827102,1522853821,26719000,24000,101000,135000,0,113000,145000,0,75000,145000,2,115,3,0
1,0x159ccffb293a06aafaec1b254a00522a2bc40639,1,0,1,1,0,1,0,0.001,0,0.001,13.37,0,13.37,0,0,0,1530904666,1547971375,17066709000,0,0,0,0,0,0,17066709000,8533354000,0,1,0,1,0
1,0x769219afb84f7940446a26143e434d04dc435167,50,43,7,0,0,0,0,0.49897641000000004,0.20295770000000002,0.29601871,0,0,0,0,0,0,1649758094,1695698063,45939969000,0,918799000,1587211000,0,0,0,0,918799000,1587211000,8,1,0,0
1,0x7cb16e15f66b8dca14385409f44336a9f679632c,11,1,10,3,0,3,0,25.29581162,12.64738081,12.64843081,25.38,0,25.38,0,0,0,1534452388,1663409291,128956903000,53000,27570000,1369000,12896335000,42778084000,0,53000,9211207000,1369000,11,0,3,0
1,0x26a022e559ec404c142ec873f1cde696ac97915b,3,1,2,2,0,2,0,5.978992,2.989391,2.989601,13.379999999999999,0,13.379999999999999,0,0,0,1534874984,1663406063,128531079000,30706000,45666000,0,115434688000,57717344000,0,30706000,25706216000,0,3,0,2,0
1,0xdb53ce480bac3ce96fdb79fae1156f80b6925e05,144,88,56,93,40,53,4,161.74237032311532,119.11089304489172,42.631477278223585,6353396.672685253,3176581.479642627,3176815.1930426266,0,0,0,1525545180,1557730233,32185053000,0,5931000,380000,28000,343240000,98000,0,135802000,380000,54,40,28,1
1,0xb7f4c2f740186f94ba84d62132d4a6ebb446e8a6,3,2,1,2,0,2,0,20.469010175116168,10.233321289558083,10.235688885558083,10000.01,0,10000.01,0,0,0,1542297901,1663618655,121320754000,30040000,4813025000,0,121290714000,60645357000,0,0,24264151000,30040000,2,1,2,0
1,0xd635cb5d0fc7688ab4cde7b71276b6f0cb40f2af,177,70,107,1,0,1,3,88.93439866785498,45.33958510735597,43.59481356049901,1.9,0,1.9,0,0,0,1570000345,1574844752,4844407000,32000,6559000,2147000,0,0,0,32000,27216000,2147000,147,0,1,0
1,0xb9fc1725a10182f31d44e3559c36300538b233c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x89f4d39667aa080502c517b613a6c92786aa14bd,3,2,1,1,0,1,0,0.498278,0.248278,0.25,13.37,0,13.37,0,0,0,1535216056,1547971375,12755319000,473232000,464604000,920581000,0,0,0,473232000,3188830000,920581000,3,0,1,0
1,0x81e4b65b9330c5693d38430111d7eb174615bdd6,0,0,0,1,0,1,0,0,0,0,0.01,0,0.01,0,0,0,1663618655,1663618655,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0x56db1201d1a37c9b3f2f8be600cbca6ac656473b,534,532,3,762,462,300,24,61.43103902,59.41943902,2.0116,5015.837092739607,4.416589532298175,5011.420503207309,0,0,0,1661730981,1666031423,4300442000,0,8053000,36030000,0,2343000,172000,0,3318000,36030000,28,129,289,30
1,0x645e1f399a20d9804159716d62dbd37613605bd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x80e02ae8c5d5e482558caf32004e7d6281445f28,0,0,0,1,0,1,0,0,0,0,1.337,0,1.337,0,0,0,1547966568,1547966568,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0xd0b473271e9d38dfd11925d62ef8c0a2cf033a9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x1b6b664b91081b34ca8c7cdf22618e6a547d7947,0,0,0,1,0,1,0,0,0,0,13.37,0,13.37,0,0,0,1547971375,1547971375,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0x345774f20716f672bde3da60ba6d872a320db6c7,4,2,2,0,0,0,0,0.0051087,0.0021087,0.003,0,0,0,0,0,0,1617804893,1622795846,4990953000,331616000,1247738000,0,0,0,0,331616000,1247738000,0,4,0,0,0
1,0x08d94becca7894a384f41396f435f8ba887a6d71,0,0,0,1,0,1,0,0,0,0,13.37,0,13.37,0,0,0,1547971375,1547971375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0x1c50139c266559b29d7cb27635e0da13bef76a09,17,2,15,2,0,2,0,54.7865023530025,27.39,27.396502353002496,973.8498197495273,0,973.8498197495273,0,0,0,1505758203,1547961981,42203778000,247000,167857000,34154000,39156236000,19578118000,0,247000,2221251000,34154000,16,0,0,2
1,0x28be673a550c3946b031a6d42aa745f9f6e04280,6,4,2,16,3,13,0,0.379241192,0.179241192,0.2,11543.821044860533,868.5255224302667,10675.295522430266,0,0,0,1517324011,1683085847,165761836000,91395000,27581685000,8710439000,3279000,10360115000,85086000,0,7534629000,85086000,3,3,6,3
1,0x0951f85d60082ae17f11e47bf583e57d25cb0123,71,25,47,0,0,0,0,19.073965846920768,9.455965846920769,9.618,0,0,0,0,0,0,1645640979,1653588239,7947260000,0,111933000,13836000,0,0,0,0,111933000,13836000,49,1,0,0
1,0x67f0b6922e533b2a967d7a856a96f9b8f59d8be5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x0eb1e76f51517c0c04a6994e41c10b3d81794d04,8,5,3,1,0,1,0,4.556577,2.276682,2.279895,888888.0,0,888888.0,0,0,0,1561995855,1606406971,44411116000,64000,5551390000,121635000,0,0,0,64000,4934568000,121635000,7,0,0,1
1,0x0084515449b037205a33d6d3940a5684126aa4b5,11,2,9,1,0,1,0,5.500552266703273,2.7492526798800005,2.751299586823272,13.37,0,13.37,0,0,0,1534759228,1644980816,110221588000,1928000,10020144000,107178000,0,0,0,1928000,9185132000,107178000,10,0,1,0
1,0x10e823fe66c152b669e33ddc865c5f7d985db9a9,2,1,1,1,0,1,0,0.188752106721373,0.0941555533606865,0.0945965533606865,13.37,0,13.37,0,0,0,1508419617,1547971375,39551758000,1818306000,909153000,0,0,0,0,1818306000,13183919000,0,2,0,1,0
1,0x98c29afea6f69b59ad1790ce2e0effc0bd38433f,61,1,60,0,0,0,0,73.50348364,36.75131132,36.75217232,0,0,0,0,0,0,1520286274,1521072477,786203000,25000,12889000,155000,0,0,0,25000,12889000,155000,40,0,0,0
1,0x05a6d48421e84a791c040cda72bb4320bde7e2e9,33,1,32,0,0,0,1,180.28410612726574,90.64184306363288,89.64226306363287,0,0,0,0,0,0,1572122121,1572322492,200371000,218000,6072000,3106000,0,0,0,218000,6072000,3106000,27,0,0,0
1,0x3709066f0b665a458bae216996e58e39eaa4329c,58,7,51,0,0,0,1,721.3948554767715,366.19554823838575,355.19930723838576,0,0,0,0,0,0,1585574064,1642339146,56765082000,0,978708000,131000,0,0,0,0,978708000,131000,48,0,0,0
1,0x9afa0a129d164323965f3f5bdf5f348897c0a205,6,3,3,4,2,2,0,0.108363988,0.053963988,0.054400000000000004,2020.0,1010.0,1010.0,0,0,0,1552040430,1623522772,71482342000,70000,11913692000,2099135000,262000,524849000,1719869000,0,7148234000,192000,3,1,3,0
1,0x40b942240fec55473388cbf7dbcc5482e64b4367,170,139,31,3,2,1,118,23.127836271751306,19.004542119751306,4.123294152,3364.8476216478093,2126.0,1238.8476216478093,0,0,0,1503535135,1537007413,33472278000,0,97904000,124000,865156000,7097340000,0,0,193481000,124000,15,4,2,1
1,0xbfa78c2bb218a5bd74cb66ab099b9edd7e826d0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x0677f5ad9b72aa29f7671cebf86ce3735618c3da,5,2,3,0,0,0,0,11.49695728,5.746881640000001,5.7500756399999995,0,0,0,0,0,0,1612115896,1661649105,49533209000,1898000,9906642000,0,0,0,0,1898000,9906642000,0,5,0,0,0
1,0x0153775362c3071c1860e8dbfd53ccc82fa226f5,2,1,1,0,0,0,0,1.999538,0.999538,1.0,0,0,0,0,0,0,1521220784,1522146739,925955000,925955000,462978000,0,0,0,0,925955000,462978000,0,2,0,0,0
1,0x78d9e3f7780c306fc80d1e74ed617e0c08e795d5,5,3,2,0,0,0,0,6.01440374535883,3.0051438726794153,3.0092598726794155,0,0,0,0,0,0,1593976216,1594120509,144293000,868000,28859000,63466000,0,0,0,868000,28859000,63466000,5,0,0,0
1,0xa36de942c9f605bd39eec89e5c17704e14dc28eb,0,0,0,1,0,1,0,0,0,0,13.37,0,13.37,0,0,0,1547971375,1547971375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0xeb8b629df028f5353649460f1c06bf394de8641f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0x36ac0e8e29ffbaee04d55c262f8cd52d227a1cb0,0,0,0,1,0,1,0,0,0,0,13.37,0,13.37,0,0,0,1547971375,1547971375,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0x7f2b4801c338a7b3cc322bfaf151afea8708e8e0,2,1,1,0,0,0,0,4.99958,2.49958,2.5,0,0,0,0,0,0,1513810930,1514289266,478336000,478336000,239168000,0,0,0,0,478336000,239168000,0,2,0,0,0
1,0x9e78d3aa219e4255d86a7b71fd10a5f6612c8739,3,1,2,1,0,1,0,0.699517,0.349517,0.35,0.01,0,0.01,0,0,0,1538089675,1663618655,125528980000,779629000,563811000,911803000,0,0,0,779629000,31382245000,911803000,3,0,1,0
1,0x5106273e79396be5384792de8f5ac4022923800c,21,1,20,0,0,0,0,28.63039160779873,14.315132803899001,14.315258803899733,0,0,0,0,0,0,1575269839,1581664953,6395114000,63000,304529000,868652000,0,0,0,63000,304529000,868652000,21,0,0,0
1,0xa42892745f9e07d9b92cb188a380b252a332823b,26,1,25,2,0,2,0,699.7602859302955,349.88010096514773,349.88018496514775,13.379999999999999,0,13.379999999999999,0,0,0,1508704882,1663406063,154701181000,19000,7315000,6502000,115434688000,57717344000,0,19000,5525042000,6502000,24,0,2,0
1,0xb54ddf21064610c13d5bef7fcc54eceb9ca5f84e,85,84,1,149,59,90,9,0.4263252614965997,0.38132526149659973,0.045,162967125639.20557,78346685732.88545,84620439906.32011,89684.35672,44840.0,44844.35672,1641469680,1647518953,6049273000,0,69304000,295000,0,16180000,89355000,0,25852000,89355000,4,28,44,22
1,0xfdb5e3318cacb1a96516d194fd75b62376e95211,254,3,251,0,0,0,0,88.2180215122265,44.10802151222649,44.11,0,0,0,0,0,0,1649551062,1656722153,7171091000,0,28233000,150000,0,0,0,0,28233000,150000,198,0,0,0
1,0x6350fb4a8bc3cda203cfe00f87ba0f7b3bf61600,5,4,1,12,2,10,0,0.06972123,0.01972123,0.05,4676.4857352,2338.2428676,2338.2428676,2665.132424,1332.566212,1332.566212,1600677199,1603652102,2974903000,74000,578248000,475000,0,247896000,3049000,0,174994000,3049000,2,3,4,2
1,0x733e80c0e11611877dec337017e5d4e875a9d352,87,21,66,1,0,1,5,25.502212502191068,25.210282502191067,0.29193,26.0,0,26.0,0,0,0,1649670848,1689983807,40312959000,0,463367000,12128000,0,0,0,0,458102000,12128000,23,10,1,0
1,0xa33de7a7ca4d6bc03c7bf440d26e979916e28e0f,2,1,1,0,0,0,0,16.94106673575437,8.469066735754367,8.472,0,0,0,0,0,0,1636534929,1636534937,8000,8000,4000,0,0,0,0,8000,4000,0,2,0,0,0
1,0xa3c67d993bf73aa4f17ec03f900c865a4326cd7f,19,2,17,6,0,6,0,40.21650261997642,20.104410829976416,20.11209179,2551.0,0,2551.0,0,0,0,1521202622,1609767851,88565229000,285000,4661328000,711000,151752000,3265352000,3612123000,285000,3542609000,711000,17,0,2,2
1,0x44b7fd8c984d3d66d8eaa6af4a4ba9976f257e49,3,2,1,1,0,1,0,28.504067999999997,14.251551,14.252517,0.01,0,0.01,0,0,0,1536508735,1663610267,127101532000,935000,20662000,61050000,0,0,0,935000,31775383000,61050000,3,0,1,0
1,0xdfcf794a95df54c921a07dcc77788460906b28e8,7,3,4,0,0,0,0,16.75207596,8.367595810000001,8.38448015,0,0,0,0,0,0,1594587429,1594636131,48702000,620000,6957000,2005000,0,0,0,620000,6957000,2005000,7,0,0,0
1,0xc20953fc42ad0d5eefa3cc36d04c5f343f32f908,94,58,36,42,16,26,1,226.56840960074433,134.49,92.07840960074434,556193.8437914222,279333.7311440344,276860.1126473877,0,0,0,1510061468,1663409291,153347823000,0,37000,54000,0,3651134000,21000,0,1127558000,54000,37,16,13,4
1,0x53efd488038e5f8c4a922a8ad6498fa1cd7db3da,242,190,52,104,21,83,26,37.702468774827786,30.020347300241372,7.68212147458641,255223.15383433216,809.3286051660783,254413.82522916608,622.3978038071996,311.1989019035998,311.1989019035998,1648755977,1699489235,50733258000,0,209642000,135000,0,487359000,169000,0,146628000,135000,39,56,34,13
1,0x4f87a5e57097937489b9b628d1b71997fbf734f0,4296,107,4189,573,60,513,57,64.87577711074293,47.47919030686264,17.396586803880293,2.476082785290238e+18,1008055668917.2993,2.476081777234569e+18,2693.3759724194247,1344.8359672097122,1348.5400052097123,1652000370,1700800823,48800453000,0,421000,5592000,0,85167000,6501000,0,10023000,928000,4181,49,287,55
1,0x80542b8f6e61668e2f9a1a57a680d356b16df7c7,5,2,3,0,0,0,0,16.9286137,8.46413885,8.46447485,0,0,0,0,0,0,1587233285,1587297150,63865000,44000,12773000,6280000,0,0,0,44000,12773000,6280000,4,0,0,0
1,0xcaf1285c4536a0230f6bfbbb7c31cfca696dd76d,18,9,9,2,1,1,0,5.331011344720571,2.6497135153602858,2.681297829360286,360.0,180.0,180.0,360.0,180.0,180.0,1612828380,1613671965,843585000,61000,46866000,69747000,54994000,27497000,0,0,42179000,69747000,14,1,2,0
1,0x46407645325bbe0f4e5705d11281a847905d45e5,179,3,176,4,1,3,0,36.99456764091233,10.2,26.79456764091233,4003.0899999999997,0.0,4003.0899999999997,0.0,0.0,0,1642104571,1702804151,60699580000,0,194978000,17301000,1059384000,7555281000,21741396000,0,331692000,17301000,147,0,1,2
1,0xc6044f23ab90ac63f1dbb1dde45bbd38c59b38dd,10,2,8,0,0,0,0,3.356644164652905,1.6766441646529051,1.68,0,0,0,0,0,0,1651212984,1654751008,3538024000,10000,353802000,2810815000,0,0,0,10000,353802000,2810815000,6,0,0,0
1,0xb020561cdcf6c68b1df1ac5cd3a682c7ee352aeb,16,1,15,2,0,2,0,12.36214823259072,6.18003461629536,6.18211361629536,1.347,0,1.347,0,0,0,1530026705,1663405199,133378494000,35000,44013000,260000,115443218000,57721609000,0,35000,7409916000,260000,15,0,1,1
1,0x56d0644c14745db2d2ce0de5c5bef914cedc1aea,11,1,10,1,0,1,0,21.058412499994624,10.529,10.529412499994624,0.01,0,0.01,0,0,0,1550867571,1663618655,112751084000,427000,75192000,11204000,0,0,0,427000,9395924000,11204000,10,0,1,0
1,0x5e9786a9b58ea82b6319df642b5a7b63d2cc709e,14,1,13,0,0,0,0,1.5952633356148622,0.797468289241353,0.7977950463735092,0,0,0,0,0,0,1661258594,1663246451,1987857000,71000,141990000,2466000,0,0,0,71000,141990000,2466000,13,0,0,0
1,0xc68e14173b82898681251b9a8712b966873cc0a1,44,42,2,20,7,13,0,2.612926041529239,1.2832700754939026,1.3296559660353364,290652.23327,20097.616635,270554.616635,40195.23327,20097.616635,20097.616635,1652032864,1665415031,13382167000,144000,304140000,512678000,516000,579572000,1245566000,0,209096000,512678000,15,1,15,1
1,0x75b60ba032cf8ee0b4bbd78bfbd7d99caf70a176,6,2,4,1,0,1,0,6.25536559,3.12737205,3.12799354,0.01,0,0.01,0,0,0,1538108342,1663610267,125501925000,216000,32410000,1513000,0,0,0,216000,17928846000,1513000,5,0,1,0
1,0xd5381a253e0f14ca010839dd71502e0b35aed990,3,1,2,0,0,0,0,23.99559,11.99559,12.0,0,0,0,0,0,0,1610405684,1610406591,907000,448000,302000,459000,0,0,0,448000,302000,459000,3,0,0,0
1,0x95a19b0ccb7a1c68aaa60813deec265a08998109,30,11,19,2,0,2,2,300.9228734582799,151.96828600413997,148.95458745413995,888988.0,0,888988.0,0,0,0,1579928789,1667156231,87227442000,22000,2907581000,5309127000,39113264000,19556632000,0,22000,2725858000,5309127000,28,0,1,1
